id,value,milliseconds,created,nquestions,expert_id,object_id
1073,Mammal,4186,2017-03-26 19:26:57.316462+00,1,10,259
1074,Mammal,4340,2017-03-26 19:27:18.16889+00,1,10,183
1075,Mammal,3768,2017-03-26 19:28:15.315729+00,1,10,327
1076,Bird,3947,2017-03-26 19:28:38.287035+00,1,10,354
1077,Mammal,3622,2017-03-26 19:29:04.295644+00,1,10,275
1078,Mammal,2869,2017-03-26 19:29:10.960993+00,1,10,343
1079,Mammal,8652,2017-03-26 19:29:27.070604+00,1,10,88
1080,Mammal,4419,2017-03-26 19:29:38.767176+00,1,10,188
1081,Reptil,4130,2017-03-26 19:29:59.274142+00,1,10,349
1082,Bird,5370,2017-03-26 19:30:50.025496+00,1,10,404
1083,Mammal,2729,2017-03-26 19:33:15.257265+00,1,10,572
1084,Mammal,2116,2017-03-26 19:33:37.020108+00,1,10,483
1085,Mammal,3000,2017-03-26 19:34:43.104998+00,1,10,164
1086,Mammal,2025,2017-03-26 19:35:10.854184+00,1,10,525
1087,Bird,2700,2017-03-26 19:35:32.191976+00,1,10,329
1088,Mammal,2646,2017-03-26 19:35:55.372163+00,1,10,289
1089,Bird,2942,2017-03-26 19:37:11.712805+00,1,10,166
1090,Mammal,2755,2017-03-26 19:37:17.363059+00,1,10,494
1091,Mammal,2987,2017-03-26 20:18:50.468603+00,1,10,57
1092,Mammal,2001,2017-03-26 20:19:04.2113+00,1,10,178
1093,Mammal,3047,2017-03-26 20:20:55.796434+00,1,10,68
1094,Mammal,4427,2017-03-26 20:21:02.970235+00,1,10,407
1095,Mammal,2740,2017-03-26 20:21:12.707343+00,1,10,12
1096,Bird,2751,2017-03-26 20:21:22.528334+00,1,10,544
1097,Reptil,2963,2017-03-26 20:22:01.17209+00,1,10,344
1098,Mammal,2201,2017-03-26 20:22:23.693553+00,1,10,454
1099,Mammal,3289,2017-03-26 20:23:40.777855+00,1,10,94
1100,Mammal,2815,2017-03-26 20:24:06.504411+00,1,10,321
1101,Bird,2318,2017-03-26 20:24:51.631586+00,1,10,165
1106,Amphibian,3897,2017-03-26 20:26:22.055167+00,1,10,50
1108,Amphibian,2813,2017-03-26 20:26:33.983644+00,1,10,539
1102,Mammal,3528,2017-03-26 20:25:03.404406+00,1,10,147
1103,Bird,2474,2017-03-26 20:25:37.44968+00,1,10,209
1104,Bird,2867,2017-03-26 20:25:55.987498+00,1,10,324
1105,Mammal,1930,2017-03-26 20:26:15.172455+00,1,10,368
1107,Mammal,2372,2017-03-26 20:26:27.643983+00,1,10,373
1109,Mammal,3075,2017-03-26 20:26:39.775109+00,1,10,144
1110,Mammal,2733,2017-03-26 20:26:55.929913+00,1,10,385
1111,Mammal,2623,2017-03-26 20:27:01.609573+00,1,10,366
1112,Reptil,2626,2017-03-26 20:27:06.789049+00,1,10,310
1113,Mammal,2152,2017-03-26 20:27:11.658136+00,1,10,402
1114,Bird,3093,2017-03-26 20:27:17.338694+00,1,10,191
1115,Mammal,2871,2017-03-26 20:27:22.916496+00,1,10,161
1116,Mammal,2739,2017-03-26 20:27:28.136205+00,1,10,388
1117,Mammal,3298,2017-03-26 20:27:34.596797+00,1,10,417
1118,Reptil,2892,2017-03-26 20:27:40.456261+00,1,10,305
1119,Reptil,2387,2017-03-26 20:27:46.433012+00,1,10,240
1120,Bird,2663,2017-03-26 20:27:52.902316+00,1,10,352
1121,Reptil,4311,2017-03-26 20:27:59.575728+00,1,10,459
1122,Mammal,2512,2017-03-26 20:28:05.379123+00,1,10,278
1123,Mammal,1839,2017-03-26 20:28:10.559787+00,1,10,219
1124,Mammal,1897,2017-03-26 20:28:14.646316+00,1,10,565
1125,Mammal,2537,2017-03-26 20:28:19.632783+00,1,10,221
1126,Bird,1740,2017-03-26 20:28:23.739248+00,1,10,326
1127,Mammal,2784,2017-03-26 20:28:29.178291+00,1,10,253
1128,Mammal,3356,2017-03-26 20:28:35.714238+00,1,10,471
1129,Mammal,2008,2017-03-26 20:28:41.861272+00,1,10,230
1130,Mammal,2007,2017-03-26 20:28:46.676785+00,1,10,205
1131,Mammal,1729,2017-03-26 20:28:51.484328+00,1,10,360
1132,Mammal,2126,2017-03-26 20:28:56.236866+00,1,10,523
1133,Mammal,4876,2017-03-26 20:29:03.705197+00,1,10,568
1134,Bird,2468,2017-03-26 20:29:09.649884+00,1,10,409
1135,Mammal,2292,2017-03-26 20:29:14.740991+00,1,10,476
1136,Mammal,1565,2017-03-26 20:29:19.443112+00,1,10,101
1137,Mammal,2335,2017-03-26 20:29:24.558764+00,1,10,263
1138,Mammal,1656,2017-03-26 20:29:29.065249+00,1,10,430
1139,Mammal,986,2017-03-26 20:29:32.501836+00,1,10,342
1140,Mammal,1366,2017-03-26 20:29:37.078738+00,1,10,244
1141,Mammal,1390,2017-03-26 20:29:41.3449+00,1,10,440
1142,Mammal,1854,2017-03-26 20:29:46.619713+00,1,10,555
1143,Mammal,2790,2017-03-26 20:38:04.557332+00,1,19,306
1144,Bird,2740,2017-03-26 20:39:55.417732+00,1,19,191
1145,Bird,2515,2017-03-26 20:41:31.85457+00,1,19,443
1146,Mammal,2746,2017-03-26 20:42:15.623158+00,1,19,453
1147,Mammal,2776,2017-03-26 20:43:37.201224+00,1,19,332
1148,Reptil,3035,2017-03-26 20:43:49.740068+00,1,19,545
1149,Reptil,4163,2017-03-26 20:44:28.058693+00,1,19,254
1150,Bird,2931,2017-03-26 20:45:38.54572+00,1,19,544
1151,Mammal,2478,2017-03-26 20:46:11.585988+00,1,19,520
1152,Mammal,2355,2017-03-26 20:48:09.977592+00,1,19,525
1153,Mammal,2472,2017-03-26 20:48:34.504304+00,1,19,568
1154,Amphibian,4282,2017-03-26 20:49:43.121657+00,1,19,50
1155,Mammal,2262,2017-03-26 20:50:47.033234+00,1,19,57
1156,Bird,2679,2017-03-26 20:52:59.913896+00,1,19,352
1157,Amphibian,3060,2017-03-26 20:53:45.428849+00,1,19,539
1158,Bird,2502,2017-03-26 20:54:07.136236+00,1,19,324
1159,Mammal,2180,2017-03-26 20:54:29.120239+00,1,19,124
1160,Mammal,2503,2017-03-26 20:54:52.003997+00,1,19,244
1161,Bird,2312,2017-03-26 20:55:00.392813+00,1,19,356
1162,Bird,2887,2017-03-26 20:56:28.273057+00,1,19,262
1163,Mammal,2429,2017-03-26 20:56:37.143497+00,1,19,259
1164,Mammal,4684,2017-03-26 20:57:51.644675+00,1,19,221
1165,Reptil,3512,2017-03-26 20:58:36.27769+00,1,19,459
1166,Mammal,2305,2017-03-26 20:59:44.739642+00,1,19,321
1167,Bird,2153,2017-03-26 20:59:57.128202+00,1,19,550
1168,Bird,2604,2017-03-26 21:00:38.856616+00,1,19,435
1169,Amphibian,2751,2017-03-26 21:01:28.573787+00,1,19,543
1170,Bird,2401,2017-03-26 21:02:34.122077+00,1,19,269
1171,Mammal,4375,2017-03-26 21:02:41.099267+00,1,19,278
1172,Mammal,2239,2017-03-26 21:03:28.725826+00,1,19,301
1173,Reptil,4147,2017-03-26 21:03:45.748286+00,1,19,119
1174,Mammal,2433,2017-03-26 21:04:15.280294+00,1,19,101
1175,Bird,2774,2017-03-26 21:04:23.685656+00,1,19,207
1176,Mammal,2581,2017-03-26 21:05:38.833741+00,1,19,225
1177,Bird,2247,2017-03-26 21:05:44.071246+00,1,19,404
1178,Mammal,2713,2017-03-26 21:05:50.745585+00,1,19,68
1179,Mammal,2144,2017-03-26 21:06:03.636726+00,1,19,188
1180,Mammal,2347,2017-03-26 21:06:12.803326+00,1,19,368
1181,Mammal,2737,2017-03-26 21:06:28.002358+00,1,19,37
1182,Reptil,2817,2017-03-26 21:06:33.966601+00,1,19,305
1183,Amphibian,4543,2017-03-26 21:06:41.21388+00,1,19,157
1184,Mammal,2390,2017-03-26 21:06:47.334193+00,1,19,263
1185,Bird,2387,2017-03-26 21:06:53.02133+00,1,19,288
1186,Reptil,2675,2017-03-26 21:06:58.374239+00,1,19,344
1187,Bird,1836,2017-03-26 21:07:02.880009+00,1,19,165
1188,Amphibian,2804,2017-03-26 21:07:09.122811+00,1,19,115
1189,Mammal,2883,2017-03-26 21:07:15.022489+00,1,19,419
1190,Mammal,2026,2017-03-26 21:07:20.148066+00,1,19,230
1191,Mammal,1965,2017-03-26 21:07:25.429862+00,1,19,161
1192,Mammal,1956,2017-03-26 21:07:30.450096+00,1,19,275
1193,Mammal,1816,2017-03-26 21:07:34.891011+00,1,19,454
1194,Mammal,1532,2017-03-26 21:07:38.87934+00,1,19,144
1195,Mammal,1982,2017-03-26 21:07:43.28784+00,1,19,373
1196,Mammal,5396,2017-03-26 21:07:51.252717+00,1,19,407
1197,Mammal,1808,2017-03-26 21:07:56.275819+00,1,19,289
1201,Mammal,1564,2017-03-26 21:08:15.702641+00,1,19,378
1203,Bird,1463,2017-03-26 21:08:27.075815+00,1,19,299
1206,Bird,2186,2017-03-26 21:08:42.547725+00,1,19,166
1207,Mammal,1780,2017-03-26 21:08:46.429383+00,1,19,139
1209,Mammal,2254,2017-03-26 21:08:55.954243+00,1,19,208
1212,Mammal,1806,2017-03-26 21:09:09.342194+00,1,19,555
1213,Mammal,1700,2017-03-26 21:09:13.678997+00,1,19,12
1215,Mammal,1749,2017-03-26 21:09:23.455744+00,1,19,506
1219,Mammal,2330,2017-03-26 21:09:55.235977+00,1,19,457
1225,Mammal,3366,2017-03-26 21:10:28.323088+00,1,19,253
1227,Mammal,1990,2017-03-26 21:10:38.791277+00,1,19,325
1198,Mammal,2243,2017-03-26 21:08:00.929939+00,1,19,440
1199,Bird,1656,2017-03-26 21:08:04.92803+00,1,19,303
1200,Reptil,3833,2017-03-26 21:08:11.770438+00,1,19,349
1202,Mammal,3225,2017-03-26 21:08:22.565679+00,1,19,164
1204,Mammal,1688,2017-03-26 21:08:32.489737+00,1,19,522
1205,Reptil,1547,2017-03-26 21:08:36.738287+00,1,19,240
1208,Mammal,1612,2017-03-26 21:08:51.260669+00,1,19,178
1210,Mammal,1758,2017-03-26 21:08:59.931022+00,1,19,219
1211,Bird,1803,2017-03-26 21:09:04.187588+00,1,19,416
1214,Mammal,2792,2017-03-26 21:09:18.894349+00,1,19,205
1216,Mammal,6374,2017-03-26 21:09:32.166867+00,1,19,531
1217,Mammal,5085,2017-03-26 21:09:39.471396+00,1,19,523
1218,Reptil,8551,2017-03-26 21:09:50.435885+00,1,19,470
1220,Mammal,1798,2017-03-26 21:10:00.282378+00,1,19,451
1221,Mammal,3653,2017-03-26 21:10:06.864663+00,1,19,417
1222,Bird,1896,2017-03-26 21:10:11.835307+00,1,19,409
1223,Mammal,1608,2017-03-26 21:10:16.442651+00,1,19,183
1224,Bird,2789,2017-03-26 21:10:22.076569+00,1,19,300
1226,Mammal,2256,2017-03-26 21:10:34.100063+00,1,19,385
1228,Mammal,2022,2017-03-26 21:11:44.653359+00,1,19,388
1229,Bird,2362,2017-03-26 21:11:50.467319+00,1,19,329
1230,Mammal,3375,2017-03-26 21:11:56.033226+00,1,19,308
1231,Mammal,1430,2017-03-26 21:11:59.796851+00,1,19,471
1232,Amphibian,2096,2017-03-26 21:12:04.867706+00,1,19,425
1233,Mammal,1958,2017-03-26 21:12:09.440695+00,1,19,402
1234,Mammal,2591,2017-03-26 21:12:14.465288+00,1,19,83
1235,Mammal,2159,2017-03-26 21:12:19.523402+00,1,19,327
1236,Reptil,1589,2017-03-26 21:12:23.557878+00,1,19,70
1237,Reptil,2290,2017-03-26 21:12:28.781756+00,1,19,310
1238,Mammal,1532,2017-03-26 21:12:33.45152+00,1,19,476
1239,Mammal,2744,2017-03-27 00:17:28.670843+00,1,12,12
1240,Mammal,2121,2017-03-27 00:18:08.185626+00,1,12,451
1241,Bird,2438,2017-03-27 00:18:53.738614+00,1,12,288
1242,Mammal,2889,2017-03-27 00:21:07.707692+00,1,12,430
1243,Mammal,3304,2017-03-27 00:23:36.097527+00,1,12,139
1244,Bird,3578,2017-03-27 00:24:12.541503+00,1,12,166
1245,Amphibian,2682,2017-03-27 00:24:35.261015+00,1,12,429
1246,Amphibian,2627,2017-03-27 00:24:58.317309+00,1,12,503
1247,Amphibian,2399,2017-03-27 00:25:45.24836+00,1,12,425
1248,Mammal,2510,2017-03-27 00:26:36.223037+00,1,12,219
1249,Mammal,2449,2017-03-27 00:26:49.264021+00,1,12,308
1250,Bird,2047,2017-03-27 00:26:57.829624+00,1,12,326
1251,Reptil,3102,2017-03-27 00:28:46.058498+00,1,12,545
1252,Mammal,2497,2017-03-27 00:29:29.700221+00,1,12,388
1253,Mammal,2170,2017-03-27 00:30:24.225726+00,1,12,568
1254,Mammal,1918,2017-03-27 00:31:14.019165+00,1,12,366
1255,Mammal,1748,2017-03-27 00:31:40.49264+00,1,12,555
1256,Mammal,1858,2017-03-27 00:31:54.868334+00,1,12,325
1257,Bird,1963,2017-03-27 00:31:59.447626+00,1,12,262
1258,Mammal,2208,2017-03-27 00:32:23.321967+00,1,12,101
1259,Bird,1939,2017-03-27 00:32:30.95658+00,1,12,303
1260,Mammal,1734,2017-03-27 00:32:38.634281+00,1,12,88
1261,Reptil,2183,2017-03-27 00:32:43.245013+00,1,12,305
1262,Bird,1908,2017-03-27 00:33:06.247223+00,1,12,209
1263,Bird,2489,2017-03-27 00:33:46.554321+00,1,12,409
1264,Mammal,1749,2017-03-27 00:34:12.750062+00,1,12,440
1265,Reptil,2141,2017-03-27 00:34:29.053753+00,1,12,344
1266,Mammal,7128,2017-03-27 00:34:55.28725+00,1,12,373
1267,Mammal,1964,2017-03-27 00:36:25.585768+00,1,12,565
1268,Mammal,1590,2017-03-27 00:36:58.790532+00,1,12,147
1269,Bird,1986,2017-03-27 00:37:03.338011+00,1,12,352
1270,Bird,2287,2017-03-27 00:37:11.854497+00,1,12,550
1271,Bird,1354,2017-03-27 00:37:29.377115+00,1,12,527
1272,Mammal,1888,2017-03-27 00:37:33.789223+00,1,12,188
1273,Mammal,1242,2017-03-27 00:37:37.298481+00,1,12,525
1274,Mammal,2772,2017-03-27 00:37:42.987055+00,1,12,321
1275,Reptil,2604,2017-03-27 00:37:48.232609+00,1,12,119
1276,Mammal,2184,2017-03-27 00:37:53.338189+00,1,12,520
1277,Mammal,1781,2017-03-27 00:37:57.749781+00,1,12,263
1278,Mammal,1492,2017-03-27 00:38:01.739513+00,1,12,164
1279,Mammal,1232,2017-03-27 00:38:05.38558+00,1,12,253
1280,Mammal,1405,2017-03-27 00:38:09.361113+00,1,12,57
1281,Mammal,2299,2017-03-27 00:38:14.201023+00,1,12,343
1282,Mammal,2068,2017-03-27 00:38:18.529855+00,1,12,523
1283,Mammal,1701,2017-03-27 00:38:22.580122+00,1,12,208
1284,Mammal,1322,2017-03-27 00:38:26.13641+00,1,12,123
1285,Mammal,1500,2017-03-27 00:38:30.036197+00,1,12,205
1286,Mammal,1838,2017-03-27 00:38:34.452217+00,1,12,402
1287,Mammal,1862,2017-03-27 00:38:38.742065+00,1,12,454
1288,Mammal,1730,2017-03-27 00:38:43.092465+00,1,12,483
1289,Mammal,1569,2017-03-27 00:38:47.084394+00,1,12,301
1290,Mammal,1350,2017-03-27 00:38:50.876271+00,1,12,178
1291,Amphibian,1715,2017-03-27 00:38:54.971372+00,1,12,539
1292,Mammal,1536,2017-03-27 00:38:58.755396+00,1,12,551
1293,Bird,1817,2017-03-27 00:39:03.026755+00,1,12,277
1294,Reptil,2537,2017-03-27 00:39:07.868393+00,1,12,349
1295,Bird,1708,2017-03-27 00:39:12.231242+00,1,12,544
1296,Mammal,1630,2017-03-27 00:39:16.48716+00,1,12,506
1297,Mammal,2515,2017-03-27 00:39:21.445967+00,1,12,221
1298,Mammal,2334,2017-03-27 00:39:26.210898+00,1,12,572
1299,Bird,1675,2017-03-27 00:39:30.588098+00,1,12,443
1300,Reptil,2439,2017-03-27 00:39:35.430436+00,1,12,254
1301,Mammal,2196,2017-03-27 00:39:39.967156+00,1,12,37
1302,Bird,1441,2017-03-27 00:39:43.84794+00,1,12,324
1303,Mammal,2102,2017-03-27 00:39:48.518105+00,1,12,471
1304,Reptil,1657,2017-03-27 00:39:52.510882+00,1,12,240
1305,Bird,1486,2017-03-27 00:39:57.292338+00,1,12,191
1306,Mammal,1737,2017-03-27 00:40:02.129207+00,1,12,494
1307,Mammal,1372,2017-03-27 00:40:07.025049+00,1,12,417
1308,Mammal,1830,2017-03-27 00:40:11.4896+00,1,12,476
1309,Bird,1936,2017-03-27 00:40:15.774609+00,1,12,165
1310,Bird,3326,2017-03-27 00:40:21.710539+00,1,12,404
1311,Mammal,1836,2017-03-27 00:40:25.867746+00,1,12,289
1312,Mammal,1779,2017-03-27 00:40:30.320947+00,1,12,531
1313,Mammal,1454,2017-03-27 00:40:34.178999+00,1,12,457
1314,Mammal,1767,2017-03-27 00:40:38.424253+00,1,12,378
1315,Amphibian,2139,2017-03-27 00:40:43.006449+00,1,12,543
1316,Reptil,2040,2017-03-27 00:40:47.350139+00,1,12,459
1317,Mammal,1671,2017-03-27 00:40:51.798976+00,1,12,83
1318,Mammal,1554,2017-03-27 00:40:55.85629+00,1,12,453
1319,Amphibian,24428,2017-03-27 15:20:25.121611+00,1,18,157
1320,Reptil,50267,2017-03-27 15:22:28.331675+00,1,18,310
1321,Bird,4010,2017-03-27 15:30:16.552002+00,1,18,299
1322,Mammal,8006,2017-03-27 15:31:03.732534+00,1,18,124
1323,Bird,74815,2017-03-27 15:50:04.926838+00,1,18,191
1324,Mammal,10283,2017-03-27 15:59:07.047414+00,1,18,221
1325,Bird,5083,2017-03-27 16:00:25.193998+00,1,18,95
1326,Bird,3173,2017-03-28 01:10:35.675454+00,1,17,326
1327,Mammal,3268,2017-03-28 01:11:18.927608+00,1,17,124
1328,Mammal,3198,2017-03-28 01:12:02.803984+00,1,17,332
1329,Bird,6513,2017-03-28 01:13:37.151946+00,1,17,329
1330,Bird,5073,2017-03-28 01:13:50.305207+00,1,17,299
1331,Bird,4706,2017-03-28 01:15:47.424491+00,1,17,165
1332,Amphibian,6405,2017-03-28 01:20:49.575569+00,1,17,425
1333,Bird,4148,2017-03-28 01:28:22.356812+00,1,17,404
1334,Mammal,16277,2017-03-28 01:30:20.421487+00,1,17,68
1335,Mammal,3468,2017-03-28 01:35:01.141651+00,1,17,525
1336,Mammal,3910,2017-03-28 01:35:10.934676+00,1,17,451
1337,Bird,3576,2017-03-28 01:45:32.785404+00,1,17,2
1338,Bird,43034,2017-03-28 01:48:02.746113+00,1,17,262
1339,Mammal,2244,2017-03-28 02:06:36.215501+00,1,17,454
1340,Mammal,2431,2017-03-28 02:06:47.581834+00,1,17,555
1341,Mammal,8305,2017-03-28 02:08:26.75675+00,1,17,551
1342,Reptil,5105,2017-03-28 02:10:01.502903+00,1,17,119
1343,Reptil,3481,2017-03-28 02:10:24.75+00,1,17,305
1344,Bird,4579,2017-03-28 02:11:58.218603+00,1,17,435
1345,Mammal,5673,2017-03-28 02:14:11.461536+00,1,17,342
1346,Mammal,3608,2017-03-28 02:18:27.740374+00,1,17,188
1347,Mammal,3382,2017-03-28 02:19:06.097406+00,1,17,522
1348,Mammal,9463,2017-03-28 02:27:39.423959+00,1,17,164
1349,Mammal,2714,2017-03-28 02:28:16.779368+00,1,17,417
1350,Mammal,3636,2017-03-28 02:28:23.655106+00,1,17,123
1351,Bird,2437,2017-03-28 02:30:08.876199+00,1,17,288
1352,Bird,2206,2017-03-28 02:30:14.99522+00,1,17,416
1353,Mammal,2373,2017-03-28 02:30:20.698265+00,1,17,430
1354,Mammal,4975,2017-03-28 02:30:28.535308+00,1,17,278
1355,Mammal,2029,2017-03-28 02:30:34.433932+00,1,17,178
1356,Reptil,2144,2017-03-28 02:30:40.190063+00,1,17,470
1357,Mammal,1471,2017-03-28 02:30:45.045895+00,1,17,306
1358,Mammal,1464,2017-03-28 02:30:49.540035+00,1,17,225
1359,Mammal,6880,2017-03-28 02:31:01.467072+00,1,17,523
1360,Bird,1803,2017-03-28 02:31:06.557856+00,1,17,527
1361,Mammal,2334,2017-03-28 02:31:12.738533+00,1,17,483
1362,Mammal,1911,2017-03-28 02:31:17.93488+00,1,17,321
1363,Mammal,1764,2017-03-28 02:31:23.154044+00,1,17,94
1364,Bird,2995,2017-03-28 02:31:30.559861+00,1,17,303
1365,Mammal,2350,2017-03-28 02:31:36.407037+00,1,17,57
1366,Mammal,1588,2017-03-28 02:31:41.248054+00,1,17,101
1367,Reptil,1995,2017-03-28 02:31:46.89299+00,1,17,310
1368,Mammal,99273,2017-03-28 02:33:31.815316+00,1,17,88
1369,Mammal,2993,2017-03-28 02:33:38.259201+00,1,17,289
1370,Mammal,2330,2017-03-28 02:33:43.866035+00,1,17,259
1371,Bird,2590,2017-03-28 02:33:50.170161+00,1,17,544
1372,Mammal,2243,2017-03-28 02:33:57.472163+00,1,17,568
1373,Mammal,5640,2017-03-28 02:34:07.468048+00,1,17,221
1374,Mammal,10016,2017-03-28 02:34:23.058503+00,1,17,308
1375,Mammal,17235,2017-03-28 02:34:45.897947+00,1,17,37
1376,Mammal,10442,2017-03-28 02:35:00.63901+00,1,17,244
1377,Reptil,1822,2017-03-28 02:35:07.101666+00,1,17,459
1378,Bird,2587,2017-03-28 02:35:13.8987+00,1,17,409
1379,Reptil,1959,2017-03-28 02:35:19.161283+00,1,17,70
1380,Mammal,214591,2017-03-28 02:38:58.550563+00,1,17,506
1381,Bird,3102,2017-03-28 02:39:05.678522+00,1,17,356
1382,Mammal,2433,2017-03-28 02:39:11.775136+00,1,17,388
1383,Bird,6157,2017-03-28 02:39:22.462117+00,1,17,191
1384,Bird,2310,2017-03-28 02:39:28.269994+00,1,17,166
1385,Bird,2994,2017-03-28 02:39:38.197338+00,1,17,230
1386,Mammal,1981,2017-03-28 02:42:14.763522+00,1,17,368
1387,Mammal,1686,2017-03-28 02:42:22.367642+00,1,17,419
1388,Mammal,1003,2017-03-28 02:42:29.724715+00,1,17,531
1389,Amphibian,2121,2017-03-28 02:42:38.494061+00,1,17,543
1390,Mammal,6432,2017-03-28 02:42:49.67755+00,1,17,275
1391,Mammal,1822,2017-03-28 02:42:55.755231+00,1,17,161
1392,Mammal,1454,2017-03-28 02:43:02.150418+00,1,17,476
1393,Bird,1627,2017-03-28 02:43:07.886385+00,1,17,207
1394,Mammal,2117,2017-03-28 02:43:14.584125+00,1,17,378
1395,Mammal,10585,2017-03-28 02:43:30.976458+00,1,17,366
1396,Mammal,2177,2017-03-28 02:43:37.249391+00,1,17,385
1397,Reptil,16843,2017-03-28 02:43:58.717135+00,1,17,240
1398,Mammal,1938,2017-03-28 02:44:06.059193+00,1,17,301
1399,Mammal,4134,2017-03-28 02:44:14.137866+00,1,17,440
1400,Reptil,5375,2017-03-28 02:44:27.120762+00,1,17,50
1401,Bird,1827,2017-03-28 02:44:34.299199+00,1,17,95
1402,Mammal,19057,2017-03-28 02:44:58.220268+00,1,17,402
1403,Mammal,5266,2017-03-28 02:45:08.56468+00,1,17,327
1404,Mammal,4819,2017-03-28 02:45:20.739247+00,1,17,147
1405,Bird,1942,2017-03-28 02:45:28.062301+00,1,17,277
1406,Mammal,1779,2017-03-28 02:45:37.839515+00,1,17,219
1407,Mammal,2373,2017-03-28 02:45:44.372998+00,1,17,343
1408,Mammal,1696,2017-03-28 02:45:51.228541+00,1,17,494
1409,Reptil,11280,2017-03-28 02:46:07.874101+00,1,17,349
1410,Mammal,2709,2017-03-28 02:46:15.201072+00,1,17,565
1411,Mammal,1736,2017-03-28 02:46:20.458099+00,1,17,183
1412,Mammal,8091,2017-03-28 02:46:33.147131+00,1,17,253
1413,Bird,3838,2017-03-28 02:46:41.776215+00,1,17,209
1414,Mammal,1852,2017-03-28 02:46:47.932722+00,1,17,205
1415,Mammal,4254,2017-03-28 02:46:57.865425+00,1,17,144
1416,Bird,4053,2017-03-28 02:47:05.548918+00,1,17,300
1417,Reptil,2140,2017-03-28 02:47:11.263763+00,1,17,254
1418,Bird,2389,2017-03-28 02:47:17.704172+00,1,17,269
1419,Amphibian,3578,2017-03-28 02:47:25.48327+00,1,17,503
1420,Mammal,2032,2017-03-28 02:47:31.322262+00,1,17,325
1421,Mammal,1727,2017-03-28 02:47:37.524705+00,1,17,572
1422,Mammal,1806,2017-03-28 02:47:45.461081+00,1,17,457
